crop_type,location_zone,soil_moisture,precipitation,avg_temperature,Image Path,credit_score,index_of_image,Yield_1,Yield_2,Yield_3,Loan_ID,Cultivation_2022,Production_2022,Cultivation_2023,Cultivation_2024,Production_2024,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Barley,South,75.35,263.01,30.14,permanent_crop/PermanentCrop_760.jpg,665,736,1.931069931,4.865386646,3.139354193,Loan_737,153,755.4968189,280,433,994.0234018,Female,No,1,Graduate,Yes,3638,2733,358,36,1,Semiurban,Rejected
Barley,South,77.13,368.11,17.63,permanent_crop/PermanentCrop_761.jpg,810,737,2.430667923,3.706746772,4.764522121,Loan_738,108,685.6081212,204,364,531.4586276,Male,No,3+,Not Graduate,Yes,8962,5342,202,12,0,Urban,Rejected
Barley,South,28.13,225.77,34.13,permanent_crop/PermanentCrop_762.jpg,839,738,2.696330128,4.707221649,2.220383946,Loan_739,264,846.9001067,113,451,687.7601638,Female,Yes,3+,Not Graduate,Yes,11476,5709,380,12,0,Semiurban,Rejected
Barley,East,24.94,130.92,19.32,permanent_crop/PermanentCrop_763.jpg,780,739,2.698935907,3.151113564,3.208001951,Loan_740,473,717.1303774,155,170,695.5806839,Female,Yes,2,Not Graduate,Yes,13831,4634,390,12,1,Semiurban,Approved
Rice,East,23.93,444.89,34.19,permanent_crop/PermanentCrop_764.jpg,669,740,3.948747603,2.781210886,3.087682126,Loan_741,481,704.8099706,362,155,872.5092565,Female,No,0,Graduate,No,4210,9850,376,12,1,Semiurban,Approved
Barley,West,48.94,340.14,19.27,permanent_crop/PermanentCrop_765.jpg,690,741,1.580042162,3.817420087,3.33259453,Loan_742,392,508.6173985,462,401,950.7833877,Male,No,3+,Graduate,No,6969,1305,391,60,0,Semiurban,Approved
Maize,South,36.58,218.87,30.09,permanent_crop/PermanentCrop_766.jpg,726,742,1.681391621,2.728773642,3.29091606,Loan_743,325,524.842442,226,111,610.9620474,Male,Yes,3+,Not Graduate,No,5917,1516,262,12,1,Rural,Approved
Cotton,South,79.82,125.52,31.03,permanent_crop/PermanentCrop_767.jpg,675,743,2.000665209,2.093615725,4.967484138,Loan_744,491,669.8408021,281,381,784.835035,Male,No,1,Graduate,No,11256,8872,164,12,1,Urban,Approved
Maize,South,20.8,472.68,24.67,permanent_crop/PermanentCrop_768.jpg,685,744,4.867903152,2.218394102,1.72907486,Loan_745,423,575.7678808,397,146,912.1460365,Male,Yes,1,Not Graduate,No,6259,3727,110,120,1,Semiurban,Approved
Wheat,East,59.84,125.81,17.59,permanent_crop/PermanentCrop_769.jpg,777,745,3.714446691,4.522962418,1.619627471,Loan_746,450,750.0388656,130,351,738.9813262,Female,No,0,Not Graduate,No,2811,8789,78,240,0,Urban,Rejected
Rice,West,66.88,465.2,28.95,permanent_crop/PermanentCrop_77.jpg,776,746,2.962745941,2.623153319,2.613235642,Loan_747,141,643.873312,184,423,796.6920132,Male,Yes,3+,Not Graduate,No,6416,7220,86,240,0,Rural,Rejected
Maize,West,59.18,184.2,20.59,permanent_crop/PermanentCrop_770.jpg,689,747,2.888235221,4.54064956,3.479326547,Loan_748,237,540.8781456,329,488,878.2871561,Male,Yes,2,Not Graduate,Yes,10142,8153,427,240,0,Semiurban,Rejected
Rice,West,35.6,209.65,19.98,permanent_crop/PermanentCrop_771.jpg,676,748,2.799597944,4.470506199,1.737727977,Loan_749,171,885.8722312,236,452,537.969796,Male,Yes,0,Graduate,No,3861,505,161,120,1,Rural,Approved
Maize,East,49.72,238.36,23.34,permanent_crop/PermanentCrop_772.jpg,798,749,3.725413444,1.480014178,1.916164547,Loan_750,404,989.0133465,282,365,817.8244778,Female,Yes,1,Graduate,Yes,11933,9103,500,12,0,Semiurban,Rejected
Wheat,North,76.5,462.51,17.75,permanent_crop/PermanentCrop_773.jpg,809,750,1.84677435,4.103193691,4.5749285,Loan_751,333,874.6105928,123,165,945.4226159,Male,Yes,1,Not Graduate,Yes,2743,6942,223,120,1,Urban,Rejected
Wheat,South,33.76,214.29,17.63,permanent_crop/PermanentCrop_774.jpg,838,751,2.453559223,4.368831044,4.364878618,Loan_752,237,903.4392275,185,422,944.1795223,Male,No,1,Graduate,Yes,11219,7489,133,36,1,Urban,Rejected
Cotton,South,40.5,323.27,27.55,permanent_crop/PermanentCrop_775.jpg,816,752,2.33143655,3.308424008,2.575405752,Loan_753,423,826.129286,325,287,723.1400682,Female,No,3+,Not Graduate,Yes,5601,6862,403,12,1,Urban,Rejected
Rice,West,59.1,221.18,18.18,permanent_crop/PermanentCrop_776.jpg,693,753,3.813506245,3.678562174,1.443220182,Loan_754,100,603.8102117,313,439,929.4040597,Male,Yes,3+,Not Graduate,No,4025,9356,368,120,0,Semiurban,Rejected
Rice,North,38.25,430.66,20.34,permanent_crop/PermanentCrop_777.jpg,764,754,2.609578454,2.5115698,4.99466245,Loan_755,415,901.9476173,483,277,810.2506906,Male,Yes,1,Not Graduate,Yes,10420,4179,268,240,1,Rural,Rejected
Barley,South,30.37,210.23,25.96,permanent_crop/PermanentCrop_778.jpg,744,755,2.982099084,3.122721975,3.719633265,Loan_756,101,962.9184128,156,218,847.3771128,Female,Yes,3+,Graduate,Yes,3543,7030,72,120,1,Semiurban,Rejected
Barley,East,21.97,227.23,27.35,permanent_crop/PermanentCrop_779.jpg,677,756,1.315221092,3.179557594,1.052216493,Loan_757,336,765.415453,417,214,837.3388072,Female,Yes,1,Graduate,Yes,10701,3145,419,36,1,Rural,Rejected
Wheat,North,60.93,132.94,28.49,permanent_crop/PermanentCrop_78.jpg,742,757,4.245458633,3.234792562,2.014917027,Loan_758,363,818.4929538,100,256,968.4566055,Male,Yes,1,Not Graduate,Yes,2380,6696,451,12,0,Rural,Rejected
Maize,West,55.28,307.6,18.41,permanent_crop/PermanentCrop_780.jpg,675,758,4.806212068,4.791475378,2.222562001,Loan_759,358,690.9392949,111,145,671.9126534,Male,No,0,Not Graduate,No,13752,3981,77,240,1,Semiurban,Approved
Wheat,West,66.05,268.38,22.91,permanent_crop/PermanentCrop_781.jpg,717,759,3.694387382,4.787481547,4.402807706,Loan_760,336,779.4280832,298,500,731.8590809,Male,No,0,Not Graduate,No,4500,7063,190,60,0,Rural,Rejected
Cotton,South,21.33,322.33,27.57,permanent_crop/PermanentCrop_782.jpg,831,760,2.853926367,1.91297144,3.176384499,Loan_761,310,699.0320507,175,336,720.2005678,Male,No,0,Not Graduate,No,8893,6765,363,36,0,Rural,Approved
Wheat,East,72.37,252,19.73,permanent_crop/PermanentCrop_783.jpg,833,761,4.34769396,1.635597896,4.638638416,Loan_762,422,838.7596455,162,455,916.985153,Male,Yes,3+,Not Graduate,Yes,8749,5140,287,60,0,Rural,Rejected
Barley,West,34.99,260.28,16.41,permanent_crop/PermanentCrop_784.jpg,698,762,4.493600217,4.865714038,1.554044753,Loan_763,109,839.0300541,447,362,717.7443856,Male,No,3+,Graduate,No,3939,9340,73,60,1,Urban,Approved
Barley,East,72.46,412.01,29.04,permanent_crop/PermanentCrop_785.jpg,740,763,1.431293948,4.836790183,4.3932492,Loan_764,371,697.741806,353,272,611.8713354,Male,No,3+,Graduate,No,14013,31,500,60,0,Urban,Approved
Maize,East,64.75,133.83,16.56,permanent_crop/PermanentCrop_786.jpg,809,764,1.959495683,4.416614428,4.370995423,Loan_765,354,517.6053961,302,164,775.0320512,Female,Yes,2,Not Graduate,Yes,4996,2655,487,60,1,Rural,Approved
Rice,West,76.35,393.94,17.18,permanent_crop/PermanentCrop_787.jpg,725,765,2.614785512,2.754957594,1.680009401,Loan_766,235,660.2793133,166,135,560.1116597,Female,Yes,0,Graduate,No,14818,7876,74,120,1,Rural,Approved
Wheat,East,32.18,309.37,22.72,permanent_crop/PermanentCrop_788.jpg,725,766,3.137039849,4.497791413,1.284987672,Loan_767,467,858.5288122,266,152,537.1606388,Female,No,2,Graduate,Yes,5491,9339,94,12,0,Rural,Approved
Maize,South,67.03,157.76,26.51,permanent_crop/PermanentCrop_789.jpg,847,767,4.14992245,1.599157851,4.96056066,Loan_768,234,980.8492507,236,241,720.6414028,Female,Yes,1,Not Graduate,Yes,10529,9162,158,60,0,Urban,Approved
Barley,North,55.52,420.1,21.36,permanent_crop/PermanentCrop_79.jpg,671,768,4.638471189,2.010361919,1.685237842,Loan_769,100,802.6603982,458,327,574.4261375,Female,No,1,Not Graduate,Yes,5630,974,231,12,1,Semiurban,Approved
Maize,South,36.96,287.89,20.21,permanent_crop/PermanentCrop_790.jpg,732,769,1.226322218,3.703923722,3.585257971,Loan_770,316,953.6320434,496,380,793.6257329,Male,No,2,Graduate,Yes,7811,6263,76,240,1,Urban,Rejected
Maize,West,54.55,479.58,23.72,permanent_crop/PermanentCrop_791.jpg,743,770,4.043828223,2.444933819,4.046607555,Loan_771,404,540.5919162,220,138,501.8258945,Male,No,1,Not Graduate,No,8190,9816,218,36,1,Rural,Approved
Cotton,East,47.28,120.73,33.09,permanent_crop/PermanentCrop_792.jpg,688,771,4.244963414,1.165726607,1.08428386,Loan_772,482,923.9707339,317,289,851.0915544,Male,Yes,3+,Not Graduate,Yes,9266,4355,405,36,1,Urban,Approved
Wheat,East,72.77,120.86,20.95,permanent_crop/PermanentCrop_793.jpg,814,772,1.435471475,2.16831155,2.01176077,Loan_773,141,926.494099,420,143,675.2762623,Female,Yes,2,Graduate,No,9470,5402,451,60,0,Urban,Approved
Maize,West,45.57,469.27,21.46,permanent_crop/PermanentCrop_794.jpg,845,773,4.003949236,3.3183235,2.337346636,Loan_774,449,640.8430138,294,149,516.456145,Male,No,2,Graduate,Yes,5678,3976,55,36,1,Urban,Rejected
Rice,West,65.71,457.68,16.06,permanent_crop/PermanentCrop_795.jpg,741,774,3.009882765,2.336125053,3.338104106,Loan_775,131,504.3976537,153,216,787.2182371,Male,Yes,1,Not Graduate,Yes,9494,2754,372,120,0,Semiurban,Approved
Barley,West,27.53,399.62,18.62,permanent_crop/PermanentCrop_796.jpg,837,775,1.36558334,1.592301766,2.439347396,Loan_776,364,641.5902609,447,440,748.8231117,Male,No,0,Graduate,No,11893,934,312,240,0,Urban,Approved
Cotton,South,73.16,367.73,21.25,permanent_crop/PermanentCrop_797.jpg,652,776,4.85922846,3.870265867,3.469654285,Loan_777,279,674.4600672,337,227,627.3502655,Male,Yes,3+,Not Graduate,No,13736,7254,369,120,1,Semiurban,Approved
Maize,North,50.77,488.11,20.9,permanent_crop/PermanentCrop_798.jpg,827,777,3.881332984,3.944278242,4.767971136,Loan_778,418,630.361179,468,115,607.697359,Female,Yes,1,Not Graduate,Yes,4955,7667,109,36,1,Rural,Rejected
Barley,North,34.9,139.84,32.28,permanent_crop/PermanentCrop_799.jpg,698,778,1.950201844,2.27243137,2.422513247,Loan_779,479,605.4653719,490,489,609.6890903,Male,No,3+,Not Graduate,No,10731,5727,165,36,1,Urban,Approved
Maize,South,59.31,200.05,16.64,permanent_crop/PermanentCrop_8.jpg,700,779,1.148650299,2.464236821,2.507741194,Loan_780,367,529.4354429,442,438,870.0105316,Female,Yes,3+,Graduate,No,14755,8493,345,12,1,Urban,Rejected
Maize,East,53.65,375.11,22.17,permanent_crop/PermanentCrop_80.jpg,711,780,4.03262659,3.377164065,1.939506617,Loan_781,374,587.9598501,396,263,815.7312802,Female,Yes,1,Not Graduate,Yes,4406,3622,126,60,0,Semiurban,Approved
Rice,West,33.17,452.1,20.27,permanent_crop/PermanentCrop_800.jpg,791,781,4.334669894,3.095065417,4.904252173,Loan_782,297,604.811234,388,105,965.1517922,Female,Yes,2,Graduate,Yes,13342,4672,410,240,0,Rural,Rejected
Rice,North,75.65,459.86,15.43,permanent_crop/PermanentCrop_801.jpg,803,782,1.592375093,3.564753507,2.936593213,Loan_783,435,789.4657626,247,465,860.0822623,Male,No,3+,Not Graduate,Yes,9444,7546,429,12,0,Rural,Approved
Cotton,West,21.81,421.39,15.59,permanent_crop/PermanentCrop_802.jpg,744,783,2.996259057,2.63041903,1.577312631,Loan_784,126,608.541191,197,177,910.77023,Male,No,2,Graduate,No,8071,6025,281,36,1,Rural,Approved
Rice,East,68.34,261.83,21.67,permanent_crop/PermanentCrop_803.jpg,744,784,4.341903164,4.321374949,4.422790018,Loan_785,469,600.5936343,151,333,539.6948908,Male,Yes,2,Not Graduate,No,6080,9983,77,120,0,Semiurban,Approved
Wheat,North,71.53,123.07,27.91,permanent_crop/PermanentCrop_804.jpg,779,785,1.165413111,1.232530386,4.435798643,Loan_786,179,651.3605365,496,173,586.9894073,Male,No,3+,Graduate,Yes,4468,1979,187,240,0,Semiurban,Rejected
Wheat,West,20.01,347.99,28.75,permanent_crop/PermanentCrop_805.jpg,661,786,3.995781773,1.510162423,3.879597843,Loan_787,404,786.2697283,309,247,641.0628037,Male,No,0,Graduate,Yes,6050,7824,91,120,0,Urban,Approved
Rice,East,75.24,247.56,22.58,permanent_crop/PermanentCrop_806.jpg,821,787,1.219635808,1.528249488,1.252545109,Loan_788,492,538.6587404,329,281,917.6526704,Male,Yes,3+,Graduate,No,6138,8628,325,240,1,Rural,Approved
Rice,East,45.29,370.9,20.5,permanent_crop/PermanentCrop_807.jpg,755,788,4.485882105,3.908143997,3.477683945,Loan_789,231,804.7290864,224,295,522.1536313,Male,Yes,1,Graduate,Yes,10084,9405,142,240,1,Semiurban,Approved
Rice,East,35.35,192.01,33.5,permanent_crop/PermanentCrop_808.jpg,726,789,4.445186687,4.386191936,3.255843047,Loan_790,178,647.9856818,293,135,930.7491211,Male,No,2,Graduate,No,2131,803,248,240,0,Semiurban,Rejected
Barley,West,44.2,134.36,20.68,permanent_crop/PermanentCrop_809.jpg,838,790,3.327925096,2.564278222,3.687117952,Loan_791,491,967.8881659,469,342,571.1979404,Male,Yes,1,Not Graduate,Yes,12988,2627,191,60,0,Rural,Approved
Barley,West,59.82,495.47,28.56,permanent_crop/PermanentCrop_81.jpg,804,791,3.285839562,4.603721063,4.31244542,Loan_792,481,977.1036439,117,125,524.3920821,Female,Yes,3+,Not Graduate,No,3242,278,252,36,1,Rural,Rejected
Barley,West,25.35,126.49,17.58,permanent_crop/PermanentCrop_810.jpg,763,792,1.899086099,1.740333841,1.70727127,Loan_793,365,841.7228933,409,384,784.0115177,Female,No,1,Graduate,Yes,7035,4117,83,60,1,Semiurban,Rejected
Wheat,East,46.15,173.01,15.08,permanent_crop/PermanentCrop_811.jpg,850,793,4.781826585,3.605250694,4.583179344,Loan_794,186,610.7326405,225,216,731.0097054,Female,Yes,2,Not Graduate,No,11110,1759,271,60,1,Urban,Rejected
Maize,West,52.81,262.42,17.76,permanent_crop/PermanentCrop_812.jpg,766,794,3.107628338,1.319089806,3.812848699,Loan_795,241,891.5910109,158,109,737.4569731,Male,Yes,1,Graduate,Yes,5209,6530,144,60,1,Urban,Rejected
Maize,West,48.97,499.35,31.99,permanent_crop/PermanentCrop_813.jpg,833,795,2.440510493,4.481228058,1.724405751,Loan_796,275,684.8356277,419,234,957.7789872,Female,Yes,2,Not Graduate,Yes,10720,8038,362,36,1,Semiurban,Approved
Rice,South,71.79,288.16,25.65,permanent_crop/PermanentCrop_814.jpg,775,796,1.094891824,1.675167488,3.078880799,Loan_797,255,577.9685476,241,232,605.3213263,Female,No,0,Not Graduate,No,10069,3118,422,36,0,Urban,Approved
Wheat,North,58.48,382.25,20.57,permanent_crop/PermanentCrop_815.jpg,661,797,3.529876541,1.57757034,3.03955568,Loan_798,249,848.9470366,389,367,532.8912895,Male,Yes,0,Not Graduate,Yes,5903,1178,107,12,1,Rural,Approved
Barley,South,67.09,396.7,29.08,permanent_crop/PermanentCrop_816.jpg,670,798,2.116202391,1.483857376,2.464769097,Loan_799,415,984.1319403,119,210,637.701865,Female,No,1,Not Graduate,Yes,5204,2127,79,240,0,Semiurban,Rejected
Cotton,West,76.65,390.76,17.32,permanent_crop/PermanentCrop_817.jpg,661,799,4.615508217,4.178007873,4.430654659,Loan_800,333,558.5991618,412,368,862.2188143,Female,Yes,0,Not Graduate,No,14939,3313,500,36,0,Urban,Approved
Cotton,West,72.47,297.68,23.1,permanent_crop/PermanentCrop_818.jpg,755,800,1.213204614,2.555573753,2.540328679,Loan_801,422,599.1379354,479,147,712.8453085,Female,No,2,Graduate,No,9767,0,114,60,1,Rural,Approved
Rice,South,47.82,269.32,28.47,permanent_crop/PermanentCrop_819.jpg,812,801,4.786132794,1.593086428,3.170464887,Loan_802,275,745.3591166,381,345,958.122452,Female,No,2,Graduate,No,12566,8457,173,60,0,Rural,Rejected
Cotton,South,77.2,177.12,29.77,permanent_crop/PermanentCrop_82.jpg,656,802,1.101785329,4.068469527,3.765332468,Loan_803,299,705.8618065,337,339,917.6829815,Male,No,3+,Graduate,Yes,13024,742,175,240,1,Rural,Rejected
Rice,South,20.98,105.12,23.24,permanent_crop/PermanentCrop_820.jpg,792,803,2.643688954,3.618634322,4.940658267,Loan_804,475,934.7762773,435,320,953.0767467,Female,No,0,Not Graduate,Yes,6844,7382,254,12,1,Urban,Approved
Rice,East,36.08,214.55,21.22,permanent_crop/PermanentCrop_821.jpg,722,804,1.537629419,4.628883439,4.936772073,Loan_805,199,997.4849114,318,494,769.2202908,Male,No,1,Not Graduate,Yes,7725,7255,266,60,1,Rural,Approved
Wheat,East,24.33,444.3,25.68,permanent_crop/PermanentCrop_822.jpg,825,805,2.983124517,3.317253338,2.790528727,Loan_806,123,664.999211,149,162,852.7901621,Male,Yes,3+,Not Graduate,No,12803,9826,273,12,0,Semiurban,Rejected
Rice,South,37.44,276.63,24.39,permanent_crop/PermanentCrop_823.jpg,797,806,2.632908053,3.643117357,2.403785759,Loan_807,434,914.6450997,313,406,929.3009707,Female,Yes,1,Not Graduate,No,12643,6885,340,36,1,Urban,Approved
Cotton,North,40.53,490.94,29.44,permanent_crop/PermanentCrop_824.jpg,725,807,3.163365461,1.96203963,1.278780923,Loan_808,393,718.7698779,425,234,863.014622,Female,Yes,0,Graduate,No,8207,2821,151,240,1,Semiurban,Approved
Wheat,South,38.78,437.72,29.39,permanent_crop/PermanentCrop_825.jpg,694,808,1.154009632,3.797483255,3.821718286,Loan_809,264,666.6402244,408,406,751.0716756,Female,Yes,3+,Not Graduate,Yes,13931,944,198,12,1,Semiurban,Approved
Maize,North,23.73,496.44,16.21,permanent_crop/PermanentCrop_826.jpg,807,809,2.461118694,3.200622938,2.757201493,Loan_810,267,630.4247784,200,336,564.3628103,Male,No,3+,Not Graduate,No,4686,8367,62,120,1,Rural,Approved
Maize,South,70.4,353.46,34.87,permanent_crop/PermanentCrop_827.jpg,711,810,1.976951134,3.301851582,3.355579203,Loan_811,248,954.2213109,183,169,663.5466909,Male,No,1,Graduate,No,3705,5987,205,240,0,Semiurban,Approved
Rice,East,25.28,291.17,15.09,permanent_crop/PermanentCrop_828.jpg,827,811,4.035983814,3.570996004,2.23989724,Loan_812,260,951.8776409,455,222,611.3284574,Male,Yes,2,Not Graduate,Yes,2006,9517,413,36,0,Urban,Approved
Wheat,East,29.22,428.78,32.64,permanent_crop/PermanentCrop_829.jpg,716,812,2.226962969,2.957532785,4.645228619,Loan_813,233,712.5166662,306,279,918.6633064,Male,Yes,3+,Not Graduate,No,8242,9600,467,60,0,Urban,Approved
Rice,East,39.67,415.15,22.25,permanent_crop/PermanentCrop_83.jpg,784,813,4.333224391,1.927274154,4.666229273,Loan_814,296,707.018977,209,218,915.3013703,Female,Yes,2,Not Graduate,No,5526,106,369,120,1,Urban,Approved
Rice,West,62.97,204.87,25.08,permanent_crop/PermanentCrop_830.jpg,800,814,2.961356796,1.532146113,2.932918335,Loan_815,411,798.7447474,302,377,767.7892227,Male,No,3+,Graduate,Yes,2215,5447,396,60,1,Rural,Rejected
Maize,South,66.23,121.78,28.09,permanent_crop/PermanentCrop_831.jpg,833,815,2.378624302,1.389196469,3.117139525,Loan_816,209,693.9917029,257,294,579.9994361,Female,No,0,Graduate,Yes,7215,7804,465,12,1,Urban,Rejected
Wheat,West,73.56,189.76,30.19,permanent_crop/PermanentCrop_832.jpg,708,816,1.057770579,1.558246098,4.603771027,Loan_817,473,880.4214224,377,343,501.3878395,Male,Yes,0,Graduate,No,13540,8892,424,12,0,Rural,Approved
Barley,South,48.18,238.46,26.97,permanent_crop/PermanentCrop_833.jpg,831,817,4.916940844,2.645415039,1.502643923,Loan_818,227,514.2211363,435,167,935.7556023,Female,Yes,2,Not Graduate,Yes,7115,985,328,12,1,Semiurban,Approved
Rice,West,25.66,109.07,33.29,permanent_crop/PermanentCrop_834.jpg,730,818,3.322767239,4.746450089,4.138192062,Loan_819,122,677.0248196,333,434,591.2768867,Female,No,2,Graduate,No,11708,1805,161,240,0,Rural,Rejected
Maize,East,42.86,407.91,25.04,permanent_crop/PermanentCrop_835.jpg,711,819,2.018672652,3.334877869,1.666256925,Loan_820,179,925.5724729,451,315,795.9207005,Male,Yes,3+,Graduate,No,2447,4871,68,120,1,Rural,Rejected
Barley,North,29.21,251.18,22.72,permanent_crop/PermanentCrop_836.jpg,809,820,1.926638324,2.800710713,1.174482529,Loan_821,234,754.3343608,462,162,721.9972437,Male,Yes,3+,Not Graduate,No,14590,8040,133,12,0,Semiurban,Rejected
Rice,South,40.81,313.43,19.87,permanent_crop/PermanentCrop_837.jpg,815,821,4.929162556,1.562478111,2.409113483,Loan_822,194,824.5631457,228,128,952.2444479,Male,No,2,Graduate,Yes,11800,3589,497,60,1,Urban,Rejected
Maize,East,65.73,213.13,26.8,permanent_crop/PermanentCrop_838.jpg,767,822,2.317313617,1.656124221,3.500652092,Loan_823,153,574.4453336,207,236,922.6442386,Female,No,0,Not Graduate,Yes,9560,5888,167,60,1,Urban,Rejected
Rice,South,50.17,185.33,16.99,permanent_crop/PermanentCrop_839.jpg,654,823,3.451349943,1.069238781,3.130824838,Loan_824,223,579.8808433,280,382,749.7707187,Female,Yes,2,Graduate,No,2161,668,76,60,0,Rural,Rejected
Barley,West,20.95,164.53,22.45,permanent_crop/PermanentCrop_84.jpg,762,824,4.02061895,4.648686291,4.648640986,Loan_825,216,768.3622896,175,321,961.0701662,Female,No,3+,Not Graduate,Yes,4374,596,195,36,0,Semiurban,Rejected
Rice,West,67,109.46,17.53,permanent_crop/PermanentCrop_840.jpg,724,825,3.776286142,3.691468317,2.485649618,Loan_826,139,938.1989719,312,305,657.8327789,Male,No,1,Not Graduate,Yes,4810,5679,270,12,1,Rural,Rejected
Wheat,South,29.12,420.15,17.69,permanent_crop/PermanentCrop_841.jpg,695,826,4.130687951,2.040617726,3.132140088,Loan_827,141,768.8379697,378,121,800.4488621,Female,No,1,Graduate,No,13912,5062,202,36,0,Urban,Rejected
Maize,North,26.08,183.2,25.18,permanent_crop/PermanentCrop_842.jpg,686,827,2.12156245,1.242630379,4.866755165,Loan_828,210,620.1019732,202,449,983.9543785,Female,No,3+,Not Graduate,No,12033,9289,137,60,1,Rural,Rejected
Barley,West,53.25,144.38,32.23,permanent_crop/PermanentCrop_843.jpg,762,828,4.538838482,3.897049621,4.232438475,Loan_829,462,798.4657355,268,183,594.2448502,Male,Yes,1,Not Graduate,Yes,12105,5817,152,36,0,Rural,Rejected
Rice,South,39.48,285.79,21.64,permanent_crop/PermanentCrop_844.jpg,799,829,2.054301058,3.410799457,4.735257968,Loan_830,496,637.2403733,218,337,919.0896337,Female,No,3+,Not Graduate,No,14631,464,396,120,1,Urban,Approved
Cotton,West,78.95,159.19,31.97,permanent_crop/PermanentCrop_845.jpg,732,830,3.119530458,3.470586494,1.514133958,Loan_831,378,637.0133041,451,385,696.5572123,Male,No,2,Graduate,No,5765,2830,442,12,0,Urban,Rejected
Rice,West,40.27,308.41,17.7,permanent_crop/PermanentCrop_846.jpg,716,831,2.887687776,4.234603764,3.212306328,Loan_832,119,925.4162234,150,254,774.5559534,Male,No,2,Graduate,No,7911,2835,164,12,0,Rural,Approved
Wheat,East,46.4,204.74,27.29,permanent_crop/PermanentCrop_847.jpg,717,832,1.944453233,4.076722511,3.660437294,Loan_833,270,728.5262753,244,196,624.7975869,Female,No,2,Not Graduate,No,7773,472,305,120,0,Rural,Approved
Rice,South,55.75,323.1,28.89,permanent_crop/PermanentCrop_848.jpg,666,833,2.282487179,1.513861335,4.750117249,Loan_834,179,549.7082314,330,316,750.8142075,Female,No,2,Graduate,No,14281,2197,440,12,1,Rural,Rejected
Rice,West,36.66,490.32,27.11,permanent_crop/PermanentCrop_849.jpg,656,834,1.635071369,4.17380447,2.628297095,Loan_835,452,641.1203942,347,325,716.3333651,Female,Yes,3+,Not Graduate,No,14850,2412,498,240,1,Urban,Approved
Maize,South,61.45,113.61,28.04,permanent_crop/PermanentCrop_85.jpg,779,835,4.948130255,3.388495712,2.106047047,Loan_836,445,584.8908811,447,224,742.2286726,Male,No,2,Graduate,No,9069,7808,109,36,1,Semiurban,Approved
Rice,North,77.95,394.72,20.97,permanent_crop/PermanentCrop_850.jpg,715,836,1.274499404,4.43157874,1.463586831,Loan_837,128,885.0036114,493,494,729.4253516,Female,Yes,0,Graduate,Yes,13911,3073,144,240,1,Semiurban,Approved
Cotton,West,26.21,137.88,21.76,permanent_crop/PermanentCrop_851.jpg,683,837,1.56516515,2.297557826,3.895982858,Loan_838,142,568.2949881,122,370,879.2205819,Female,No,3+,Graduate,No,2563,7814,364,120,1,Urban,Rejected
Maize,West,62.15,310.77,33.29,permanent_crop/PermanentCrop_852.jpg,819,838,4.003612813,4.868124956,2.120432889,Loan_839,405,635.4855609,423,302,662.7722413,Male,No,3+,Not Graduate,Yes,7561,7200,268,12,1,Rural,Approved
Wheat,North,24.02,203.9,32.41,permanent_crop/PermanentCrop_853.jpg,839,839,3.84170629,1.511309818,4.397336871,Loan_840,296,956.6143701,469,104,686.1279783,Male,No,3+,Graduate,No,7660,4225,464,36,1,Semiurban,Approved
Maize,North,62.96,113.8,29.44,permanent_crop/PermanentCrop_854.jpg,796,840,4.733314168,4.876205495,2.24890581,Loan_841,167,886.2945024,258,229,585.4216321,Female,Yes,2,Graduate,Yes,11436,7603,476,60,1,Rural,Rejected
Wheat,North,43.26,258.26,18.94,permanent_crop/PermanentCrop_855.jpg,705,841,3.669221616,2.145881896,4.901353103,Loan_842,161,762.0276434,489,186,998.4030221,Female,No,1,Not Graduate,No,14556,7871,419,120,1,Rural,Rejected
Maize,North,41.71,355.86,15.62,permanent_crop/PermanentCrop_856.jpg,798,842,2.843841079,4.090312707,2.995694792,Loan_843,136,822.2285991,361,204,842.535216,Male,No,3+,Graduate,No,2924,9064,377,12,0,Urban,Rejected
Rice,South,51.06,161.7,25.92,permanent_crop/PermanentCrop_857.jpg,685,843,2.932641475,3.688917275,1.942951452,Loan_844,271,818.1700129,332,358,780.580615,Male,No,1,Graduate,No,6148,8546,95,60,0,Semiurban,Approved
Wheat,East,50.67,213.82,22.83,permanent_crop/PermanentCrop_858.jpg,708,844,2.49460554,3.703366615,3.207665309,Loan_845,492,774.7228559,131,450,700.7385204,Female,Yes,3+,Not Graduate,Yes,9217,1,117,60,1,Semiurban,Rejected
Wheat,East,42.22,476.91,17.46,permanent_crop/PermanentCrop_859.jpg,778,845,1.338246299,3.6205304,4.451196575,Loan_846,352,964.7478197,473,432,963.4017512,Female,No,3+,Not Graduate,Yes,13998,8380,325,60,0,Semiurban,Approved
Cotton,East,20.53,471.47,18.05,permanent_crop/PermanentCrop_86.jpg,698,846,4.707821467,4.779692251,2.930599238,Loan_847,354,739.7300733,141,370,506.7334336,Male,No,2,Not Graduate,Yes,8929,7942,119,240,0,Semiurban,Rejected
